id,sequence
880,USDTMEINBIGLIAISGOERLADTSYNNNWVOROAOHUFTPGKNQTREDE
881,XRLWSNUVDREYMEESOAPATEENSPINICIEAAAFQBAELTGGEVOEON
882,LVSOSANINRAWOBUNIIGPDREIEIEZAXIAWOREEIATTELIATMGDN
883,NWTERDFLOEYMIUIGAELSIOAFIQRIJOPAEEABADTSONNEGPURNT
884,IREAOSPEIEEIRNZTFHENLKOOSLCNOMEDPIIMLIIQADAEIAGEAX
885,DSAHOOUPIQTTAWIMRCIRNETEEYOEINVRIESEELEPETIBBHRWEA
886,FMEIOXNCLPOUOACIRNEVGHTVNAGOYEDSIAQIROUOATORSMAIWE
887,VDKPUFUCLSDTHAIIOEUTOPRAUFSIEROAATEEENBNONHARECDAA
888,TEIBZUOESAGOWFGITLDAIDRRXOMUSTVLROQKRIAELNEEIOOVEB
889,BWOLSLVEOOHDHAIUODZBARYEANGCKREAGIIPLEROUSNOROIEYT
890,EAAAUIRDNRSAIPRILALMBTSHEUTTOGACUONIAITKRQUSEZFGIO
891,ENAADEGIAINMCQIDEVIOANGAUXLETAWZTEOOBERSRDCSPTOEWR
892,TYFARRYTLEAROATNRAZPSLITUTIBIUOAUNWXBIEEEHORAEQPRU
893,ADIIOIAIARUADIBMZUNCRGCRTGEPXOPDOBHHTWSAOKNFMEEENA
894,TAAUOUOKANISHUIFRCIAEAYGRCIODTOMTLIPEONRVAJBTEGDBS
895,RGIOESAUDANKENTURFYMEIXIDTZTRWSISEVCAIHGURTIELDNSI
896,VTNEENAERROOUGIRETYGWHHNUJTOFEIIECINVARIEIOSDLROAO
897,OIQULLSOTSGOTTAIIRAATOGHNSHBDRAIJNDUAALREUKRPEEDVE
898,VOWEYBBOUEARIISCENDIFVAOAGNPETSOATSOIKEHOAZLMIAGSN
899,PARGLSUKJIOEFIEITEOXRIDAOCDTBROANHUSNSNMDNWELITOFI
900,EDCFIWTLEEYAPJOVKBUATAGOATHRINEIEHXPIIRSNSMLQIYTNW
901,ULEGTEDSWDTYTESOINSHUIEEINRTUGFOASRQWOIEBBEOANIYED
902,IYISMLDDGDTTEANOAEFLNOINFEIOUOERORELIOADCGSMIATSYA
903,SEGEAAURFTITRGRTOUOEQDNBKEIIIIOMREJEALOAVABHETNYNO
904,ITIEIUOEVEOETIAPWIJUECASTIVDNFRIHLRZTAESYSOXRTEEOL
905,OFAESSVDLNEFTUAWDONHERINPHTMEZIINOTIKCLTMLABOAGQAR
906,TAEFNEUNBCTTCYJXEEEUUDDERODNKLOAIOBYQAOVSSWIPSHZPI
907,QEBIEHDEEAKTDORMGIEGUAERAATTOAHUNGMWTRRIAXSUIOUCVN
908,GDIHEFEONSIDTEUSQACTPIUNANILGAAEAWOTRDRSETLOVOIBIY
909,SOPETNTYXHZYUEGJSDEOAANRNDCEIOUITASOUEFEEKAABIIRDI
910,SGMTXOFWIBFJNAAIEORLDRUNNWTTNPLCEEOGAISINYUIOAKEUB
911,NRXNOENLUEOTLRELEOHDNRYIZOGPDVAARDAIKHECCAEEIIMEES
912,ANTGDNUTICEWHEWETEJYUANOERBORTTUABAGEREUAAHVISKDAN
913,EXEEROGBDTSLAYNMZORWONREIYUONINDIMDPASAABRTLEEERIC
914,EAAXADICTLIAQUOOTBELARMGRCOIIKWRANEEGOREHSLEEVEAOD
915,UJYEBUGDAOWBQAANDTIYXORWMTHEIMLODOFEIZIACAOTTEARIN
916,HILCLTOOEVRZPIAIMOAAXECWIOFNSIEEEEOURODWBBGISHENNS
917,OETTOAWAFRUFTJYMNDNERUZOVVAEEYERLXILOOAAHOENTTSNER
918,EWLSOEGETEAEAIXTIOMKJEOYFOURLSRIAMRUETEIACTABZLAHR
919,INTNSUNIEOIASHJEORAWVVIYUOSQGEGITWAAAURFAMRAIELEDH
920,EAIENIUIADSCWOTTBHGRERDAELFGVIEEMVNHUNNOASGTPWRIOI
921,LRARGTXEAOTGEVCWBUUNOUMTUAOTROGIDLJRIPASPICYNIBSER
922,DHOQNEUASRMZEEIMWKAENILAENCBPRTDTEBIRIDOINETHTDELU
923,ZECPETAIRSTPBELRKANOEMLWISJERUEEATHUYGAOLNRIRSOIGE
924,DVSOUEWWJLOEZIEOMOEOOXYYGBRPIERBENSNIFEIICIDDVOFRH
925,WTBEERTCUAAAEIINOIEVGDITIERAEPRHTNIBTZTRNUAKFSOIAM
926,AVRRFNEFAOSIRTTLYLBAOIIMNUXCNRLEQUARDSEEWPAEEGAMDO
927,XMLEOITTZDHVNEIEIAUIYEUETFUAATUCWKNGNYSAMOSDLRELIA
928,EUYCWUOINICQTAOAFEEZOLIENEEAIDINUISLDPKHEIOWAUVRVR
929,NAALBUITSIFSENPAIRSRUWHRIYGLGONBNUROSDCETMOAOYDEOL
930,TXNTCIJFDENNPQGFBELIOGKWBNOAENEYDDTAHSOAIORAOINZIE
931,LIOINRVWINRJLIIEDNPEGYTVUSGFWAMTHZIGBAHLMSUFUDEANA
932,OAMHSWOPIVETURSLCYBREREVINEEZIEANTETLDFGFXGAEBQCSG
933,AIGGAIAEISJEEMETOGIIYWOTTPKVADLOIIEEEOVRSONIULEDAN
934,OFRORYHSEGTBVEEWAJHYZCELECASEIIATSEILAUATNMTODAEGW
935,IOSTNSTAUAYDOAVNWTEXGMAGPOFIENETAOREIAUDESFJETIBRR
936,ETUOTRYUENFMTWETNOESEIGMDHPTRSIAEUEPAARBAEVAGBKCES
937,HEELSDGDJISEHIROINENIRWVOTNKUIEEIGOSEUCOALLGNTRFOB
938,ETELULTVMRIFSCEETOEIBEAECOMLYWFKNTNEOQANWSDISPIIAB
939,MREAPENLEVHAIOSIOPELTTNGIRDAGOAUUUEODERNBSAYKEYEXD
940,EIHOWRBLOTHACIIEDNSAITGEVULYOGNRIFATDEGASZIOOYXIEA
941,UFTAUTSXLEOGTADLILRDGEHNNOEASFUOYEARSIITANJSAVMYOT
942,AIULAIOVRIYONETBPASRHIEAAUZNFDOTTEWLIEJQNGMSNEODIR
943,ICTISTSBIIDNUTNZUOEEOUXIETDINIROSEWECLTLOAEDTMJRAM
944,ECRTIESDLSJDIEANURLVATHWBSIINDFEAAMISNEAOOBLEUIOAU
945,MXEAJDAGSRKOECCBGILPRAPOIEOIAAENHNFRUSYUWBLDDTEIOA
946,EUADBBHDIEEEIKEOEIRROUGUEVVISLLTPEUIIWSPMTHENSNLAR
947,LTRVPOLIEGAIAQABDJFCEEOUACTMNDWTENEESIONRRHOEFRRPA
948,MKAETLINOEDESRRARYCBLEUMODCIUPTOTEIIAWNIOELEYEUOAI
949,QTIETIINONTMWSVLFYMCZAJUIPHNENVARTICAEAYURBLLIEDAX
950,RZAIREWTGLECPKLAOOEOYISTJTEDPGIABNTLTANETHNODUCDFV
951,MYNKTIENNLFOOLDVSOABHDAESXIJEIRARSOAAAIOERETCSLGTE
952,CEOANQNWULIUUIZSIGIYMIGEPTBDAITAANWTDGNIIUNOFFEILE
953,GPNAOLABEILANEAXYODLOINTEENROIEDIRPVJOTYIUEROCARLH
954,GHEIARSSLGIEIYATIATERRONEWEAMPUTNGIEDEESSNOIYWBDDT
955,RINUSONOHITRRNLAGAYILELERTVESEMWWAAZOUERUEEEETRAGS
956,GTYRNUUASCRRAILSLEYEIKIENAEFABPTNDFIOREERTSBNNCISI
957,ADZPCERESIROLOAIOFWIOVCGIPNVNRIXESAAURTMYAOIDUEHSA
958,RENSBLTENOACNUHAITNRAAPILIRTSIYCOAAEEIREDTNZAOSNXB
959,PNAGEEXMDTNOTVEHIOKLFSANYRUMCZSEWDEELRIAGUAOTREITT
960,PEFIDNRXAREAIAEEEASNLNCINSPWDTJOOZUEUOVEKDVTEOYBRR
961,EOOAENAAJRAIBTNNPIZDQGUDEOYPOFDEWEILIUETRIHSENLDCE
962,AELIMIFAATFCTIUDSIPNIAQAEOEELRAHUETUDNTDSYWGORTHVB
963,NBAUTMEAUAGXGNSJPODEQERATURNRMAHTTRSNGVFLONENEIDAV
964,IHDCALYRERXOAJDKRLESTVEAGIATOUSANECNSTDTORUINOBPEE
965,PEITPUTEDEENAFIITRQYFRGMNAAHOUESDISRVOAEINURJAWNLI
966,TDOGOOIOIERFSMNRWEZOUDISAIGYENIWEERJAOLTBVCDAHFRXL
967,UNDERNPFUDITNERYOACIRUOEBKWIDZANXTEAGEILRAIOJITSEM
968,TIKXSMEGYAEEILAWLIBROTDUIFRSOPSMNAAAEDZTNVDIAAEAID
969,ZANDTYNJSETTOHRFARXRNCERGFHEIGRASIOEWIIUPQUKUMLPIB
970,EOESSNAGBNHTOEAGAINVIYEOTJUWNSDWFBILRDTAYNEPKETCOL
971,YOERNCTDIJNUSMUTNVWIUSGSCHINXRAIREOBOINDESKRGWINBO
972,SUOZIYTAOIWAOADEFNEMOVACSTIOTESAEEDCENBAWAAYRXNIDI
973,UTNCNEPSTAORULEFPGDKYIYSWTTEIIEXVFLERAEDRRUAEIABVA
974,GBEEAAIETRMTPURSNWEINVIAAOTMARTELBNPSODLCFRHHLIEAI
975,OREIGUAIPONRADNNOTENXPFWTGTUCBSBHNSJNAKIEHIFUIEELE
976,IEETAGOENOAIIECRMAOHTWNLLIDXOIGTSSDGNMUNZOTUDNISOF
977,ISATLEAORRNIEXDENISVVLTFTIAWLIAANLOIOAOYCUWENOETEG
978,QMEEIAIRIEIIUAILSNPSTLNDHWWLALNSEDGDEOPAVONTBIUKAR
979,RDSERTOZAOTFIAITEFETEYOIAJCEACYRRHXTDESBWIDONUOGEI
980,RBEGKDMLHIRTGFHOOETLCUOSTPRIGTOLCYSVAAWEZRNEAFNESA
981,EISNAEDAHPMFLRLOTERVIITSNENLAYATUOOIQNUABVOASIROOU
982,ENFIVYIOEAIIGISOWATENLRMBRWIAYNGTEEETMRSZLTOICEJKA
983,INPNGQTRYSAIUOECITSAUADIZRIEDDNXOEFMMIHKRGRYEEEALR
984,TOIEIEXQPPLANYBACNRADHOWOIELRVEAEEYEGLFSEONIEIVTKE
985,NSFAXSEMSOINFVAGRATLWEHNOTUDREEGPCOIVLBSTZIKEAOCER
986,PBRTTEVNESKIDIANOSELRAIWMAOIAIXLQEUOCMSOELVNEPNERA
987,ECSESKEAORAETFLGCBPINFREZIIRVALTAAWEEEMUYOAHENOIBO
988,EEOPLVRAAJAROGZUUSSIIAIMSLDQOKABPWIOHDTRVDTNOANUOC
989,DSOIWCIOOMPRHSWKUTBMAOLAEEURIESTFAOQJICEIUEEELTOER
990,OEROTGDSNMWKERPUOADASRENIREUVNBAPFAUEORUHITEGATIWI
991,XLTELAAAAEUAEDTGTOSEIYEPIIRLRSNDYTMHMDNNESVAUOAONB
992,EDNHPALCZUREIBSTNOOWTLAKIUIIVPIVGCREFTQGAENIOLONJD
993,ROGNNEDEUEMVLEGNESAATOALDFEAZRHBCCLBEINQETUMINSSRE
994,ATUOADEIANEFELAOTWYRSENSVHFIJIUHCRQINPEIRNPARLAMGN
995,EITUTOEBDWAGOVTNIANTIURAFELMLRVLEIMRIPSLGNRCHAECDO
996,EOUHGWRMUNEJENNTTRATILDOASFARKRUNFIGIAXMLEEEDNTEYU
997,AORIPCWIESIAISXOVSELGRNUQTAOEUSIGEETUHEEWAEEONEIJN
998,IOGIQBSDNECMYULOLEDBVDLEOEERWGVTDTOEAKUTYOIEFIRTAN
999,UDOEIOUEMOHALTRLAZDEIGNIEJKNATHAWNSOIOVCIENETERYAS
